CustomerID,Age,AnnualIncome,PurchaseFrequency,AvgOrderValue,TotalSpend,RecencyDays,TenureMonths,DiscountAffinity,NumReturns,SatisfactionScore,Gender,Region,PreferredCategory,PreferredChannel,Segment,SegmentName
CUST01120,61,56662.87,7,33.31,233.14,4,38,0.699,0,4,Male,South,Groceries,In-Store,2,Budget Shoppers
CUST01121,23,27710.85,15,39.49,592.42,5,17,0.105,0,4,Male,South,Fashion,Mobile App,1,Young Trend Seekers
CUST01122,20,71038.75,15,51.95,779.32,1,5,0.561,1,3,Male,Central,Beauty,Mobile App,1,Young Trend Seekers
CUST01123,18,25433.79,19,32.4,615.53,42,12,0.814,0,4,Male,West,Beauty,Mobile App,1,Young Trend Seekers
CUST01124,20,57649.34,16,37.58,601.32,1,7,0.889,0,3,Male,South,Fashion,Mobile App,1,Young Trend Seekers
CUST01125,32,33188.02,4,76.28,305.12,5,5,0.45,1,3,Male,South,Groceries,Mobile App,1,Young Trend Seekers
CUST01126,33,64578.91,2,68.94,137.88,8,27,0.226,0,2,Female,Central,Fashion,Online,3,At-Risk / Occasional
CUST01127,45,47882.07,6,32.11,192.67,73,2,0.919,0,3,Female,East,Groceries,In-Store,2,Budget Shoppers
CUST01128,47,118457.63,26,174.62,4540.13,28,76,0.176,2,4,Female,Central,Electronics,Mobile App,0,High-Value Loyalists
CUST01129,62,110320.88,24,190.3,4567.22,1,94,0.131,2,3,Female,South,Electronics,In-Store,0,High-Value Loyalists
CUST01130,49,45079.28,10,34.37,343.7,11,31,0.636,3,2,Female,Central,Home & Garden,In-Store,2,Budget Shoppers
CUST01131,65,24387.87,3,41.47,124.41,65,1,0.182,0,4,Female,East,Groceries,Online,2,Budget Shoppers
CUST01132,25,113123.0,31,109.48,3393.82,5,89,0.099,5,3,Male,Central,Electronics,Mobile App,0,High-Value Loyalists
CUST01133,36,36824.48,7,34.63,242.44,64,32,0.431,3,4,Female,East,Groceries,Online,1,Young Trend Seekers
CUST01134,49,53580.23,4,26.0,104.02,4,30,0.451,0,4,Female,South,Books,In-Store,2,Budget Shoppers
CUST01135,38,34961.98,3,55.68,167.03,34,43,0.582,0,3,Female,East,Fashion,In-Store,2,Budget Shoppers
CUST01136,52,35465.08,6,16.44,98.61,70,16,0.652,0,3,Male,South,Home & Garden,Online,2,Budget Shoppers
CUST01137,26,31110.28,16,23.81,380.99,28,23,0.227,1,4,Male,South,Fashion,Online,1,Young Trend Seekers
CUST01138,46,134538.44,27,79.06,2134.68,2,63,0.154,2,4,Male,West,Sports,In-Store,0,High-Value Loyalists
CUST01139,45,119334.55,19,161.36,3065.89,1,58,0.413,3,4,Female,Central,Fashion,Online,0,High-Value Loyalists
CUST01140,26,79256.42,2,37.38,74.76,184,1,0.363,0,2,Male,North,Toys,Mobile App,3,At-Risk / Occasional
CUST01141,24,35577.64,13,35.26,458.44,7,22,0.346,1,4,Male,Central,Beauty,Online,1,Young Trend Seekers
CUST01142,57,123663.62,25,98.47,2461.77,3,75,0.152,2,4,Female,Central,Electronics,Mobile App,0,High-Value Loyalists
CUST01143,57,55497.54,2,46.51,93.03,365,29,0.42,2,4,Female,South,Groceries,In-Store,3,At-Risk / Occasional
CUST01144,56,54355.83,1,50.03,50.03,26,8,0.217,0,3,Female,West,Sports,Online,3,At-Risk / Occasional
CUST01145,47,45350.83,8,19.34,154.7,44,26,0.96,0,3,Female,West,Groceries,In-Store,2,Budget Shoppers
CUST01146,27,55080.29,13,36.0,467.95,11,35,0.37,1,3,Female,Central,Fashion,Mobile App,1,Young Trend Seekers
CUST01147,51,65736.26,2,66.13,132.27,212,1,0.569,0,2,Female,North,Toys,In-Store,3,At-Risk / Occasional
CUST01148,53,42270.62,3,65.7,197.11,12,12,0.579,0,2,Female,East,Beauty,In-Store,2,Budget Shoppers
CUST01149,20,41877.93,14,35.54,497.53,14,4,0.591,1,4,Other,Central,Fashion,Online,1,Young Trend Seekers
CUST01150,18,35143.76,14,54.19,758.69,6,24,0.74,0,2,Female,Central,Fashion,Online,1,Young Trend Seekers
CUST01151,30,58207.41,3,40.57,121.72,6,29,0.807,0,2,Male,Central,Sports,Online,2,Budget Shoppers
CUST01152,26,47404.94,17,24.95,424.13,10,29,0.53,1,4,Other,Central,Beauty,Mobile App,1,Young Trend Seekers
CUST01153,39,32763.99,1,32.63,32.63,5,23,0.35,0,2,Male,North,Home & Garden,In-Store,3,At-Risk / Occasional
CUST01154,42,60005.43,2,44.3,88.61,93,14,0.224,0,3,Female,West,Home & Garden,Online,3,At-Risk / Occasional
CUST01155,41,35372.94,3,53.33,159.99,104,23,0.185,2,3,Male,South,Beauty,In-Store,3,At-Risk / Occasional
CUST01156,40,49935.33,1,35.45,35.45,21,1,0.449,0,3,Female,South,Electronics,Online,3,At-Risk / Occasional
CUST01157,49,40298.48,4,19.89,79.56,6,13,0.654,0,3,Male,Central,Groceries,In-Store,2,Budget Shoppers
CUST01158,21,44204.0,21,26.69,560.44,1,16,0.758,1,4,Female,North,Beauty,Online,1,Young Trend Seekers
CUST01159,26,42181.31,10,23.12,231.2,40,1,0.292,0,2,Other,West,Fashion,Mobile App,3,At-Risk / Occasional
CUST01160,55,46016.82,5,21.36,106.79,3,59,0.82,0,4,Female,Central,Home & Garden,Online,2,Budget Shoppers
CUST01161,28,33861.68,15,31.81,477.1,44,1,0.467,1,3,Female,Central,Beauty,Mobile App,1,Young Trend Seekers
CUST01162,54,35753.05,7,31.94,223.6,4,52,0.86,0,4,Female,Central,Home & Garden,In-Store,2,Budget Shoppers
CUST01163,64,127698.49,17,178.26,3030.45,7,39,0.152,0,5,Male,West,Sports,Mobile App,0,High-Value Loyalists
CUST01164,21,32258.73,1,57.11,57.11,34,66,0.569,0,3,Female,South,Home & Garden,Online,2,Budget Shoppers
CUST01165,43,43090.6,12,44.49,533.85,59,22,0.639,0,3,Male,West,Home & Garden,Online,2,Budget Shoppers
CUST01166,19,40068.69,13,39.93,519.12,6,7,0.426,2,2,Male,West,Electronics,Mobile App,1,Young Trend Seekers
CUST01167,19,28412.84,19,18.29,347.42,2,16,0.37,1,3,Female,South,Electronics,Online,1,Young Trend Seekers
CUST01168,18,45117.02,3,69.63,208.88,6,21,0.421,0,2,Female,North,Sports,In-Store,3,At-Risk / Occasional
CUST01169,44,43547.47,4,15.98,63.92,47,31,0.748,0,3,Male,Central,Groceries,In-Store,2,Budget Shoppers
CUST01170,44,107271.71,29,96.83,2808.02,6,44,0.262,3,5,Female,West,Fashion,Online,0,High-Value Loyalists
CUST01171,31,45651.4,1,35.28,35.28,272,12,0.468,0,2,Female,West,Books,Mobile App,3,At-Risk / Occasional
CUST01172,18,24504.39,13,24.71,321.28,3,23,0.397,0,3,Male,Central,Beauty,Mobile App,1,Young Trend Seekers
CUST01173,39,15000.0,1,17.63,17.63,26,22,0.476,0,2,Female,North,Groceries,In-Store,2,Budget Shoppers
CUST01174,45,45982.33,7,37.92,265.43,83,18,0.711,3,3,Female,North,Books,Online,2,Budget Shoppers
CUST01175,40,35151.73,3,56.5,169.5,119,21,0.617,0,3,Male,Central,Fashion,Online,3,At-Risk / Occasional
CUST01176,18,44615.47,2,44.71,89.42,56,1,0.468,0,2,Female,East,Home & Garden,Mobile App,3,At-Risk / Occasional
CUST01177,57,24983.76,1,48.72,48.72,7,3,0.615,0,3,Male,South,Home & Garden,Online,2,Budget Shoppers
CUST01178,41,42476.46,11,12.11,133.19,29,42,0.64,0,2,Female,Central,Groceries,Mobile App,2,Budget Shoppers
CUST01179,27,64812.54,1,51.48,51.48,84,2,0.374,0,2,Female,South,Books,Online,3,At-Risk / Occasional
CUST01180,28,97315.34,2,48.72,97.44,18,31,0.186,0,3,Male,South,Groceries,In-Store,3,At-Risk / Occasional
CUST01181,25,23455.05,8,55.91,447.26,33,20,0.482,0,4,Male,West,Fashion,Mobile App,1,Young Trend Seekers
CUST01182,45,63281.59,28,99.3,2780.3,1,80,0.08,1,4,Male,West,Sports,In-Store,0,High-Value Loyalists
CUST01183,40,57767.75,5,39.98,199.92,5,17,0.115,1,3,Other,Central,Books,Mobile App,3,At-Risk / Occasional
CUST01184,22,40669.58,18,40.43,727.72,1,6,0.494,1,3,Male,West,Electronics,Mobile App,1,Young Trend Seekers
CUST01185,27,45683.33,10,25.12,251.25,10,26,0.889,1,3,Male,North,Groceries,Online,1,Young Trend Seekers
CUST01186,25,25328.93,20,13.0,259.96,21,9,0.825,0,3,Female,East,Fashion,Mobile App,1,Young Trend Seekers
CUST01187,44,64977.03,1,79.47,79.47,46,13,0.489,1,3,Female,West,Toys,In-Store,3,At-Risk / Occasional
CUST01188,71,38047.17,9,32.32,290.85,22,55,0.571,0,4,Female,Central,Groceries,Mobile App,2,Budget Shoppers
CUST01189,42,101938.22,25,149.88,3747.08,6,59,0.326,1,3,Female,Central,Electronics,Online,0,High-Value Loyalists
CUST01190,36,64020.92,2,35.32,70.63,61,45,0.312,0,4,Female,Central,Sports,Mobile App,3,At-Risk / Occasional
CUST01191,55,39940.08,10,24.03,240.33,91,30,0.593,0,4,Female,West,Home & Garden,In-Store,2,Budget Shoppers
CUST01192,54,63126.82,1,34.6,34.6,114,39,0.667,0,2,Male,East,Sports,In-Store,2,Budget Shoppers
CUST01193,38,104678.93,19,118.25,2246.79,9,28,0.261,1,3,Female,South,Fashion,In-Store,0,High-Value Loyalists
CUST01194,18,48455.02,2,55.42,110.84,49,27,0.31,0,3,Female,Central,Toys,Online,3,At-Risk / Occasional
CUST01195,60,34221.23,6,34.36,206.18,25,30,0.701,1,3,Female,West,Groceries,Online,2,Budget Shoppers
CUST01196,26,44525.64,14,36.86,515.99,8,15,1.0,2,3,Female,North,Fashion,Mobile App,1,Young Trend Seekers
CUST01197,25,48803.11,19,33.18,630.4,3,5,0.516,1,4,Male,South,Beauty,Online,1,Young Trend Seekers
CUST01198,27,39085.12,17,8.0,136.0,1,2,0.335,0,3,Male,Central,Electronics,Mobile App,1,Young Trend Seekers
CUST01199,35,57011.03,2,36.14,72.27,220,1,0.565,0,3,Female,East,Sports,In-Store,3,At-Risk / Occasional
CUST01200,28,31755.22,4,25.26,101.05,90,15,0.612,0,3,Male,North,Groceries,In-Store,3,At-Risk / Occasional
